Have_IMDB_data,Have_IMDB_data 2,year,imdb,title,test,clean_test,binary,budget,domgross,intgross,code,budget_2013$,domgross_2013$,intgross_2013$,period code,decade code,averageRating,numVotes_Rating,Have_biopic,No_of_biopic_instances,site,country,year_release,box_office,director,number_of_subjects,subject,type_of_subject,race_known,subject_race,person_of_color,subject_sex,lead_actor_actress,titleType,primaryTitle,originalTitle,isAdult,startYear,endYear,runtimeMinutes,genres
Both,Yes,2005,tt0408790,Flightplan,ok,ok,PASS,55000000,89706988,225706988,2005PASS,65616822,107023409,269275914,2,2,6.3,140033,No,,,,,,,,,,,,,,,movie,Flightplan,Flightplan,0,2005,\N,98,"Mystery,Thriller"
Both,Yes,2011,tt1564367,Just Go with It,dubious,dubious,FAIL,80000000,103028109,214974953,2011FAIL,82855263,106705263,222647578,1,1,6.4,195006,No,,,,,,,,,,,,,,,movie,Just Go with It,Just Go with It,0,2011,\N,117,"Comedy,Romance"
Both,Yes,1998,tt0120828,Six Days Seven Nights,notalk,notalk,FAIL,80000000,74339294,164800000,1998FAIL,114330585,106240687,235521005,4,3,5.8,66872,No,,,,,,,,,,,,,,,movie,Six Days Seven Nights,Six Days Seven Nights,0,1998,\N,98,"Action,Adventure,Comedy"
Both,Yes,2011,tt1568346,The Girl with the Dragon Tattoo,notalk-disagree,notalk,FAIL,90000000,102515793,233170238,2011FAIL,93212171,106174662,241492267,1,1,7.8,375588,No,,,,,,,,,,,,,,,movie,The Girl with the Dragon Tattoo,The Girl with the Dragon Tattoo,0,2011,\N,158,"Crime,Drama,Mystery"
Both,Yes,2004,tt0377092,Mean Girls,ok,ok,PASS,18000000,86047227,130953026,2004PASS,22197472,106112827,161490339,3,2,7,289835,No,,,,,,,,,,,,,,,movie,Mean Girls,Mean Girls,0,2004,\N,97,Comedy
Both,Yes,2002,tt0187738,Blade II,notalk,notalk,FAIL,54000000,81676888,154338601,2002FAIL,69939678,105786208,199896148,3,2,6.7,180889,No,,,,,,,,,,,,,,,movie,Blade II,Blade II,0,2002,\N,117,"Action,Horror,Sci-Fi"
Both,Yes,2008,tt1068680,Yes Man,notalk-disagree,notalk,FAIL,50000000,97690976,225990976,2008FAIL,54112816,105726675,244580160,2,2,6.8,302640,No,,,,,,,,,,,,,,,movie,Yes Man,Yes Man,0,2008,\N,104,"Comedy,Romance"
Both,Yes,2010,tt1279935,Date Night,ok,ok,PASS,55000000,98711404,152269033,2010PASS,58752751,105446665,162658630,1,1,6.3,141192,No,,,,,,,,,,,,,,,movie,Date Night,Date Night,0,2010,\N,88,"Comedy,Crime,Romance"
Both,Yes,2002,tt0281373,Snow Dogs,notalk,notalk,FAIL,32000000,81150692,116898028,2002FAIL,41445735,105104690,151403896,3,2,5.1,22838,No,,,,,,,,,,,,,,,movie,Snow Dogs,Snow Dogs,0,2002,\N,99,"Adventure,Comedy,Family"
Both,Yes,2007,tt0825232,The Bucket List,notalk,notalk,FAIL,45000000,93466502,174310293,2007FAIL,50559457,105013679,195845194,2,2,7.4,208314,No,,,,,,,,,,,,,,,movie,The Bucket List,The Bucket List,0,2007,\N,97,"Adventure,Comedy,Drama"
Both,Yes,1990,tt0100802,Total Recall,notalk,notalk,FAIL,125000000,58877969,198615996,1990FAIL,222871925,104977970,354127435,5,3,7.5,270651,No,,,,,,,,,,,,,,,movie,Total Recall,Total Recall,0,1990,\N,113,"Action,Sci-Fi,Thriller"
Both,Yes,2012,tt1446192,Rise of the Guardians,notalk-disagree,notalk,FAIL,145000000,103412758,306900902,2012FAIL,147122592,104926572,311393491,1,1,7.3,140562,No,,,,,,,,,,,,,,,movie,Rise of the Guardians,Rise of the Guardians,0,2012,\N,97,"Adventure,Animation,Family"
Both,Yes,1996,tt0115759,Broken Arrow,nowomen,nowomen,FAIL,65000000,70645997,148345997,1996FAIL,96535720,104920957,220318272,4,3,6,84095,No,,,,,,,,,,,,,,,movie,Broken Arrow,Broken Arrow,0,1996,\N,108,"Action,Adventure,Thriller"
Both,Yes,1997,tt0119345,I Know What You Did Last Summer,ok,ok,PASS,17000000,72250091,125250091,1997PASS,24671048,104852087,181767707,4,3,5.7,119486,No,,,,,,,,,,,,,,,movie,I Know What You Did Last Summer,I Know What You Did Last Summer,0,1997,\N,101,"Horror,Mystery,Thriller"
Both,Yes,1994,tt0110322,Legends of the Fall,ok,ok,PASS,30000000,66502573,160502573,1994PASS,47149941,104519746,252256228,5,3,7.5,128550,No,,,,,,,,,,,,,,,movie,Legends of the Fall,Legends of the Fall,0,1994,\N,133,"Drama,Romance,War"
Both,Yes,2011,tt1284575,Bad Teacher,ok-disagree,ok,PASS,19000000,100292856,216412265,2011PASS,19678125,103872387,224136189,1,1,5.6,176889,No,,,,,,,,,,,,,,,movie,Bad Teacher,Bad Teacher,0,2011,\N,92,"Comedy,Romance"
Both,Yes,1992,tt0104036,The Crying Game,men,men,FAIL,4000000,62546695,62546695,1992FAIL,6641389,103849232,103849232,5,3,7.3,46224,No,,,,,,,,,,,,,,,movie,The Crying Game,The Crying Game,0,1992,\N,112,"Crime,Drama,Romance"
Both,Yes,2005,tt0432348,Saw II,dubious-disagree,dubious,FAIL,5000000,87025093,152925093,2005FAIL,5965166,103823819,182444702,2,2,6.6,212604,No,,,,,,,,,,,,,,,movie,Saw II,Saw II,0,2005,\N,93,"Horror,Mystery"
Both,Yes,2011,tt0409847,Cowboys &amp; Aliens,notalk,notalk,FAIL,163000000,100240551,175910315,2011FAIL,168817598,103818215,182188693,1,1,6,191566,No,,,,,,,,,,,,,,,movie,Cowboys & Aliens,Cowboys & Aliens,0,2011,\N,119,"Action,Sci-Fi,Thriller"
Both,Yes,2004,tt0357413,Anchorman: The Legend of Ron Burgundy,men-disagree,men,FAIL,25000000,84136909,89366354,2004FAIL,30829822,103757037,110205951,3,2,7.2,300044,No,,,,,,,,,,,,,,,movie,Anchorman: The Legend of Ron Burgundy,Anchorman: The Legend of Ron Burgundy,0,2004,\N,94,Comedy
Both,Yes,1995,tt0114069,Outbreak,ok,ok,PASS,50000000,67823573,67823573,1995PASS,76438973,103687285,103687285,4,3,6.6,98711,No,,,,,,,,,,,,,,,movie,Outbreak,Outbreak,0,1995,\N,127,"Action,Drama,Thriller"
Both,Yes,2000,tt0213203,Rugrats in Paris:,ok,ok,PASS,30000000,76501438,103284813,2000PASS,40587251,103499437,139734889,3,2,6.2,9641,No,,,,,,,,,,,,,,,movie,Rugrats in Paris: The Movie,Rugrats in Paris: The Movie - Rugrats II,0,2000,\N,78,"Adventure,Animation,Comedy"
Both,Yes,2001,tt0212720,Artificial Intelligence: AI,notalk,notalk,FAIL,90000000,78616689,235900000,2001FAIL,118426136,103447452,310408061,3,2,7.1,268229,No,,,,,,,,,,,,,,,movie,A.I. Artificial Intelligence,Artificial Intelligence: AI,0,2001,\N,146,"Adventure,Drama,Sci-Fi"
Both,Yes,2003,tt0332379,The School of Rock,dubious,dubious,FAIL,20000000,81261177,131161177,2003FAIL,25321739,102883716,166061455,3,2,7.1,236442,No,,,,,,,,,,,,,,,movie,School of Rock,The School of Rock,0,2003,\N,108,"Comedy,Music"
Both,Yes,2006,tt0454848,Inside Man,dubious-disagree,dubious,FAIL,50000000,88634237,184634237,2006FAIL,57789817,102443127,213399577,2,2,7.6,305446,No,,,,,,,,,,,,,,,movie,Inside Man,Inside Man,0,2006,\N,129,"Crime,Drama,Mystery"
Both,Yes,2011,tt0990407,The Green Hornet,notalk,notalk,FAIL,110000000,98780042,227983150,2011FAIL,113925987,102305579,236120048,1,1,5.8,146325,No,,,,,,,,,,,,,,,movie,The Green Hornet,The Green Hornet,0,2011,\N,119,"Action,Comedy,Crime"
Both,Yes,1976,tt0074812,Logan&#39;s Run,men,men,FAIL,7000000,25000000,25000000,1976FAIL,28642791,102295681,102295681,,,6.8,45569,No,,,,,,,,,,,,,,,movie,Logan's Run,Logan's Run,0,1976,\N,119,"Action,Sci-Fi"
Both,Yes,2009,tt1001508,He&#39;s Just Not That Into You,ok,ok,PASS,40000000,93953653,178390243,2009PASS,43429264,102008450,193683923,2,2,6.4,146207,No,,,,,,,,,,,,,,,movie,He's Just Not That Into You,He's Just Not That Into You,0,2009,\N,129,"Comedy,Drama,Romance"
Both,Yes,1989,tt0096754,The Abyss,ok-disagree,ok,PASS,70000000,54243125,54243125,1989PASS,131571219,101954772,101954772,,,7.6,147569,No,,,,,,,,,,,,,,,movie,The Abyss,The Abyss,0,1989,\N,145,"Adventure,Drama,Sci-Fi"
Both,Yes,2010,tt1261945,Sex and the city 2,ok,ok,PASS,95000000,95347692,294680778,2010PASS,101482025,101853441,314787390,1,1,4.4,67014,No,,,,,,,,,,,,,,,movie,Sex and the City 2,Sex and the City 2,0,2010,\N,146,"Comedy,Drama,Romance"
Both,Yes,2013,tt1663662,Pacific Rim,notalk-disagree,notalk,FAIL,190000000,101802906,411002906,2013FAIL,190000000,101802906,411002906,1,1,6.9,433656,No,,,,,,,,,,,,,,,movie,Pacific Rim,Pacific Rim,0,2013,\N,131,"Action,Adventure,Sci-Fi"
Both,Yes,2013,tt1245492,This Is the End,notalk,notalk,FAIL,32000000,101470202,126294264,2013FAIL,32000000,101470202,126294264,1,1,6.6,351109,No,,,,,,,,,,,,,,,movie,This Is the End,This Is the End,0,2013,\N,107,"Comedy,Fantasy"
Both,Yes,2002,tt0277434,We Were Soldiers,ok,ok,PASS,70000000,78120196,114658262,2002PASS,90662545,101179654,148502998,3,2,7.2,117581,No,,,,,,,,,,,,,,,movie,We Were Soldiers,We Were Soldiers,0,2002,\N,138,"Action,Drama,History"
Both,Yes,2002,tt0217505,Gangs of New York,notalk,notalk,FAIL,97000000,77730500,190400000,2002FAIL,125632384,100674928,246602123,3,2,7.5,360490,No,,,,,,,,,,,,,,,movie,Gangs of New York,Gangs of New York,0,2002,\N,167,"Crime,Drama"
Both,Yes,2001,tt0139654,Training Day,notalk,notalk,FAIL,45000000,76261036,104505362,2001FAIL,59213068,100347776,137512958,3,2,7.7,346026,No,,,,,,,,,,,,,,,movie,Training Day,Training Day,0,2001,\N,122,"Crime,Drama,Thriller"
Both,Yes,1998,tt0120844,Star Trek: Insurrection,ok,ok,PASS,70000000,70187658,117800000,1998PASS,100039262,100307450,168351786,4,3,6.4,63248,No,,,,,,,,,,,,,,,movie,Star Trek: Insurrection,Star Trek: Insurrection,0,1998,\N,103,"Action,Adventure,Sci-Fi"
Both,Yes,1998,tt0120611,Blade,notalk,notalk,FAIL,45000000,70141876,131237688,1998FAIL,64310954,100242021,187556021,4,3,7.1,218973,No,,,,,,,,,,,,,,,movie,Blade,Blade,0,1998,\N,120,"Action,Horror"
Both,Yes,2004,tt0332280,The Notebook,dubious,dubious,FAIL,30000000,81001787,102276787,2004FAIL,36995786,99890827,126127005,3,2,7.9,456663,No,,,,,,,,,,,,,,,movie,The Notebook,The Notebook,0,2004,\N,123,"Drama,Romance"
Both,Yes,1999,tt0177789,Galaxy Quest,notalk-disagree,notalk,FAIL,45000000,71423726,90523726,1999FAIL,62930791,99883369,126593993,4,3,7.3,135117,No,,,,,,,,,,,,,,,movie,Galaxy Quest,Galaxy Quest,0,1999,\N,102,"Adventure,Comedy,Sci-Fi"
Both,Yes,1976,tt0075249,Sparkle,ok,ok,PASS,10000000,24397469,24660323,1976PASS,40918272,99830228,100905781,,,7.1,1212,No,,,,,,,,,,,,,,,movie,Sparkle,Sparkle,0,1976,\N,98,"Drama,Music"
Both,Yes,2005,tt0388795,Brokeback Mountain,notalk,notalk,FAIL,13900000,83043761,174097801,2005FAIL,16583160,99073958,207704444,2,2,7.7,291215,No,,,,,,,,,,,,,,,movie,Brokeback Mountain,Brokeback Mountain,0,2005,\N,134,"Drama,Romance"
Both,Yes,2000,tt0164052,Hollow Man,ok,ok,PASS,90000000,73209340,191200000,2000PASS,121761754,99045530,258676083,3,2,5.7,112387,No,,,,,,,,,,,,,,,movie,Hollow Man,Hollow Man,0,2000,\N,112,"Action,Horror,Sci-Fi"
Both,Yes,2004,tt0370263,AVP: Alien vs. Predator,dubious-disagree,dubious,FAIL,70000000,80281096,172543519,2004FAIL,86323501,99002076,212779439,3,2,5.6,167732,No,,,,,,,,,,,,,,,movie,AVP: Alien vs. Predator,AVP: Alien vs. Predator,0,2004,\N,101,"Action,Horror,Sci-Fi"
Both,Yes,2013,tt2302755,Olympus Has Fallen,notalk,notalk,FAIL,70000000,98927592,150562164,2013FAIL,70000000,98927592,150562164,1,1,6.5,229261,No,,,,,,,,,,,,,,,movie,Olympus Has Fallen,Olympus Has Fallen,0,2013,\N,119,"Action,Thriller"
Both,Yes,1998,tt0120738,Lost in Space,ok,ok,PASS,80000000,69117629,136047317,1998PASS,114330585,98778237,194429617,4,3,5.1,65154,No,,,,,,,,,,,,,,,movie,Lost in Space,Lost in Space,0,1998,\N,130,"Action,Adventure,Family"
Both,Yes,2010,tt0840361,The Town,notalk,notalk,FAIL,37000000,92186262,152566881,2010FAIL,39524578,98476300,162976800,1,1,7.6,314109,No,,,,,,,,,,,,,,,movie,The Town,The Town,0,2010,\N,125,"Crime,Drama,Thriller"
Both,Yes,2006,tt0400717,Open Season,notalk,notalk,FAIL,85000000,85105259,189901703,2006FAIL,98242689,98364347,219487695,2,2,6.1,75675,No,,,,,,,,,,,,,,,movie,Open Season,Open Season,0,2006,\N,86,"Adventure,Animation,Comedy"
Both,Yes,1989,tt0098382,Star Trek V: The Final Frontier,notalk,notalk,FAIL,30000000,52210049,70200000,1989FAIL,56387665,98133425,131947137,,,5.4,50046,No,,,,,,,,,,,,,,,movie,Star Trek V: The Final Frontier,Star Trek V: The Final Frontier,0,1989,\N,107,"Action,Adventure,Fantasy"
Both,Yes,2008,tt0962726,High School Musical 3: Senior Year,ok,ok,PASS,11000000,90559416,274392880,2008PASS,11904819,98008500,296963426,2,2,4.7,50984,No,,,,,,,,,,,,,,,movie,High School Musical 3: Senior Year,High School Musical 3: Senior Year,0,2008,\N,112,"Comedy,Drama,Family"
Both,Yes,2001,tt0164334,Along Came A Spider,ok,ok,PASS,28000000,74058698,105159085,2001PASS,36843687,97449838,138373157,3,2,6.3,66509,No,,,,,,,,,,,,,,,movie,Along Came a Spider,Along Came a Spider,0,2001,\N,104,"Drama,Thriller"
Both,Yes,2012,tt1790885,Zero Dark Thirty,ok-disagree,ok,PASS,52500000,95720716,137720716,2012PASS,53268525,97121930,139736750,1,1,7.4,243335,No,,,,,,,,,,,,,,,movie,Zero Dark Thirty,Zero Dark Thirty,0,2012,\N,157,"Drama,Thriller"
Both,Yes,1992,tt0104070,Death Becomes Her,ok,ok,PASS,55000000,58422650,149022650,1992PASS,91319098,97001885,247429345,5,3,6.5,91338,No,,,,,,,,,,,,,,,movie,Death Becomes Her,Death Becomes Her,0,1992,\N,104,"Comedy,Fantasy,Horror"
Both,Yes,2010,tt0473075,Prince of Persia: The Sands of Time,nowomen,nowomen,FAIL,200000000,90759676,335059676,2010FAIL,213646368,96952376,357921415,1,1,6.6,248087,No,,,,,,,,,,,,,,,movie,Prince of Persia: The Sands of Time,Prince of Persia: The Sands of Time,0,2010,\N,116,"Action,Adventure,Fantasy"
Both,Yes,1976,tt0074958,Network,ok,ok,PASS,3800000,23689877,23689877,1976PASS,15548943,96934884,96934884,,,8.1,126284,No,,,,,,,,,,,,,,,movie,Network,Network,0,1976,\N,121,Drama
Both,Yes,2010,tt1245526,Red,men-disagree,men,FAIL,60000000,90380162,196439693,2010FAIL,64093910,96546967,209843135,1,1,7.1,265453,No,,,,,,,,,,,,,,,movie,RED,RED,0,2010,\N,111,"Action,Comedy,Crime"
Both,Yes,2009,tt1142988,The Ugly Truth,men,men,FAIL,38000000,88915214,205230042,2009FAIL,41257801,96538057,222824741,2,2,6.5,184586,No,,,,,,,,,,,,,,,movie,The Ugly Truth,The Ugly Truth,0,2009,\N,96,"Comedy,Romance"
Both,Yes,2000,tt0241303,Chocolat,ok,ok,PASS,25000000,71309760,152500343,2000PASS,33822710,96475572,206318992,3,2,7.3,164857,No,,,,,,,,,,,,,,,movie,Chocolat,Chocolat,0,2000,\N,121,"Drama,Romance"
Both,Yes,1990,tt0099487,Edward Scissorhands,ok,ok,PASS,20000000,53976987,53976987,1990PASS,35659508,96239640,96239640,5,3,7.9,403326,No,,,,,,,,,,,,,,,movie,Edward Scissorhands,Edward Scissorhands,0,1990,\N,105,"Drama,Fantasy,Romance"
Both,Yes,1973,tt0070707,Sleeper,notalk,notalk,FAIL,2000000,18344729,18344729,1973FAIL,10487788,96197818,96197818,,,7.3,36924,No,,,,,,,,,,,,,,,movie,Sleeper,Sleeper,0,1973,\N,89,"Comedy,Sci-Fi"
Both,Yes,1981,tt0081633,Time Bandits,notalk,notalk,FAIL,12000000,37400000,37400000,1981FAIL,30742635,95814545,95814545,,,7,51821,No,,,,,,,,,,,,,,,movie,Time Bandits,Time Bandits,0,1981,\N,116,"Adventure,Comedy,Fantasy"
Both,Yes,1999,tt0181316,Blue Streak,notalk,notalk,FAIL,36000000,68208190,117448157,1999FAIL,50344633,95386564,164246788,4,3,6.3,67462,No,,,,,,,,,,,,,,,movie,Blue Streak,Blue Streak,0,1999,\N,93,"Action,Comedy,Crime"
Both,Yes,2012,tt1907668,Flight,dubious-disagree,dubious,FAIL,31000000,93772375,161772375,2012FAIL,31453796,95145068,164140491,1,1,7.3,294326,No,,,,,,,,,,,,,,,movie,Flight,Flight,0,2012,\N,138,"Drama,Thriller"
Both,Yes,2004,tt0362227,The Terminal,notalk,notalk,FAIL,75000000,77073959,218673959,2004FAIL,92489466,95047057,269667169,3,2,7.3,352725,No,,,,,,,,,,,,,,,movie,The Terminal,The Terminal,0,2004,\N,128,"Comedy,Drama,Romance"
Both,Yes,2002,tt0166813,Spirit: Stallion of the Cimarron,nowomen-disagree,nowomen,FAIL,80000000,73215310,106515310,2002FAIL,103614337,94826948,137956416,3,2,7.1,54827,No,,,,,,,,,,,,,,,movie,Spirit: Stallion of the Cimarron,Spirit: Stallion of the Cimarron,0,2002,\N,83,"Adventure,Animation,Family"
Both,Yes,2010,tt0814255,Percy Jackson &amp; the Olympians: The Lightning Thief,dubious-disagree,dubious,FAIL,95000000,88768303,226467130,2010FAIL,101482025,94825128,241919399,1,1,5.9,160590,No,,,,,,,,,,,,,,,movie,Percy Jackson & the Olympians: The Lightning Thief,Percy Jackson & the Olympians: The Lightning Thief,0,2010,\N,118,"Adventure,Family,Fantasy"
Both,Yes,1988,tt0095489,The Land Before Time,ok,ok,PASS,12300000,48092846,81972846,1988PASS,24226658,94725930,161457571,,,7.4,70844,No,,,,,,,,,,,,,,,movie,The Land Before Time,The Land Before Time,0,1988,\N,69,"Adventure,Animation,Drama"
Both,Yes,2008,tt0910936,Pineapple Express,men,men,FAIL,26000000,87341380,101549277,2008FAIL,28138664,94525760,109902346,2,2,7,285208,No,,,,,,,,,,,,,,,movie,Pineapple Express,Pineapple Express,0,2008,\N,111,"Action,Comedy,Crime"
Both,Yes,2001,tt0243155,Bridget Jones&#39;s Diary,ok,ok,PASS,25000000,71500556,281527158,2001PASS,32896149,94083718,370446373,3,2,6.7,199117,No,,,,,,,,,,,,,,,movie,Bridget Jones's Diary,Bridget Jones's Diary,0,2001,\N,97,"Comedy,Drama,Romance"
Both,Yes,1998,tt0120631,Ever After,ok,ok,PASS,26000000,65705772,65705772,1998PASS,37157440,93902242,93902242,4,3,7,63349,No,,,,,,,,,,,,,,,movie,Ever After: A Cinderella Story,EverAfter,0,1998,\N,121,"Comedy,Drama,Romance"
Both,Yes,1997,tt0119488,L.A. Confidential,notalk,notalk,FAIL,35000000,64604977,110604977,1997FAIL,50793334,93757206,160514159,4,3,8.3,478466,No,,,,,,,,,,,,,,,movie,L.A. Confidential,L.A. Confidential,0,1997,\N,138,"Crime,Drama,Mystery"
Both,Yes,1989,tt0097815,Major League,notalk,notalk,FAIL,11000000,49793054,49793054,1989FAIL,20675477,93590469,93590469,,,7.2,54756,No,,,,,,,,,,,,,,,movie,Major League,Major League,0,1989,\N,107,"Comedy,Sport"
Both,Yes,2001,tt0256380,Shallow Hal,ok,ok,PASS,40000000,70836296,70836296,2001PASS,52633838,93209654,93209654,3,2,5.9,118818,No,,,,,,,,,,,,,,,movie,Shallow Hal,Shallow Hal,0,2001,\N,114,"Comedy,Drama,Fantasy"
Both,Yes,2013,tt1535108,Elysium,ok-disagree,ok,PASS,120000000,93050117,286192091,2013PASS,120000000,93050117,286192091,1,1,6.6,384725,No,,,,,,,,,,,,,,,movie,Elysium,Elysium,0,2013,\N,109,"Action,Drama,Sci-Fi"
Both,Yes,2012,tt1621045,Think Like a Man,ok,ok,PASS,12000000,91547205,96155124,2012PASS,12175663,92887325,97562697,1,1,6.6,39993,No,,,,,,,,,,,,,,,movie,Think Like a Man,Think Like a Man,0,2012,\N,122,"Comedy,Romance"
Both,Yes,2006,tt0457510,Nacho Libre,nowomen-disagree,nowomen,FAIL,32000000,80197993,99296462,2006FAIL,36985483,92692547,114766488,2,2,5.7,73845,No,,,,,,,,,,,,,,,movie,Nacho Libre,Nacho Libre,0,2006,\N,92,"Comedy,Family,Sport"
Both,Yes,2000,tt0190865,Vertical Limit,notalk,notalk,FAIL,75000000,68473360,213500000,2000FAIL,101468129,92638183,288845939,3,2,5.9,54087,No,,,,,,,,,,,,,,,movie,Vertical Limit,Vertical Limit,0,2000,\N,124,"Action,Adventure,Drama"
Both,Yes,2000,tt0204946,Bring It On,ok,ok,PASS,10000000,68353550,90453550,2000PASS,13529084,92476091,122375366,3,2,6,78749,No,,,,,,,,,,,,,,,movie,Bring It On,Bring It On,0,2000,\N,98,"Comedy,Romance,Sport"
Both,Yes,2007,tt0398808,Bridge to Terabithia,ok,ok,PASS,25000000,82234139,137984788,2007PASS,28088587,92393631,155031909,2,2,7.2,127397,No,,,,,,,,,,,,,,,movie,Bridge to Terabithia,Bridge to Terabithia,0,2007,\N,96,"Adventure,Drama,Family"
Both,Yes,2007,tt0442933,Beowulf,ok,ok,PASS,150000000,82195215,194995215,2007PASS,168531522,92349898,219085603,2,2,6.2,152562,No,,,,,,,,,,,,,,,movie,Beowulf,Beowulf,0,2007,\N,115,"Action,Adventure,Animation"
Both,Yes,1982,tt0082198,Conan the Barbarian,notalk,notalk,FAIL,20000000,38264085,79114085,1982FAIL,48265360,92341492,190923490,,,6.9,125083,No,,,,,,,,,,,,,,,movie,Conan the Barbarian,Conan the Barbarian,0,1982,\N,129,"Adventure,Fantasy"
Both,Yes,1997,tt0119116,The Fifth Element,notalk-disagree,notalk,FAIL,95000000,63570862,263900000,1997FAIL,137867622,92256459,382981741,4,3,7.7,389992,No,,,,,,,,,,,,,,,movie,The Fifth Element,Le cinquième élément,0,1997,\N,126,"Action,Adventure,Sci-Fi"
Both,Yes,1995,tt0114508,Species,dubious,dubious,FAIL,35000000,60054449,113354449,1995FAIL,53507281,91810008,173293953,4,3,5.8,67541,No,,,,,,,,,,,,,,,movie,Species,Species,0,1995,\N,108,"Action,Horror,Sci-Fi"
Both,Yes,2011,tt1204342,The Muppets,notalk-disagree,notalk,FAIL,45000000,88625922,160971922,2011FAIL,46606085,91789051,166717137,1,1,7.1,81177,No,,,,,,,,,,,,,,,movie,The Muppets,The Muppets,0,2011,\N,103,"Adventure,Comedy,Family"
Both,Yes,1995,tt0112346,The American President,ok,ok,PASS,62000000,60022813,107822813,1995PASS,94784326,91761643,164837302,4,3,6.8,47137,No,,,,,,,,,,,,,,,movie,The American President,The American President,0,1995,\N,114,"Comedy,Drama,Romance"
Both,Yes,1992,tt0103644,Alien 3,nowomen-disagree,nowomen,FAIL,55000000,54927174,158500000,1992FAIL,91319098,91198182,263165037,5,3,6.4,246678,No,,,,,,,,,,,,,,,movie,Alien³,Alien³,0,1992,\N,114,"Action,Horror,Sci-Fi"
Both,Yes,1993,tt0108358,Tombstone,ok,ok,PASS,25000000,56505065,56505065,1993PASS,40311473,91112095,91112095,5,3,7.8,110068,No,,,,,,,,,,,,,,,movie,Tombstone,Tombstone,0,1993,\N,130,"Action,Biography,Drama"
Both,Yes,2009,tt1193138,Up in the Air,men-disagree,men,FAIL,30000000,83823381,166842739,2009FAIL,32571948,91009693,181146433,2,2,7.4,295003,No,,,,,,,,,,,,,,,movie,Up in the Air,Up in the Air,0,2009,\N,109,"Drama,Romance"
Both,Yes,2005,tt0360486,Constantine,notalk,notalk,FAIL,75000000,75976178,230884728,2005FAIL,89477485,90642097,275453129,2,2,7,268713,No,,,,,,,,,,,,,,,movie,Constantine,Constantine,0,2005,\N,121,"Action,Drama,Fantasy"
Both,Yes,2005,tt0377109,The Ring Two,ok,ok,PASS,50000000,75941727,161941727,2005PASS,59651656,90600996,193201845,2,2,5.4,83111,No,,,,,,,,,,,,,,,movie,The Ring Two,The Ring Two,0,2005,\N,110,"Horror,Mystery,Thriller"
Both,Yes,2010,tt1536044,Paranormal Activity 2,ok,ok,PASS,3000000,84752907,177512032,2010PASS,3204696,90535754,189624005,1,1,5.7,91083,No,,,,,,,,,,,,,,,movie,Paranormal Activity 2,Paranormal Activity 2,0,2010,\N,91,Horror
Both,Yes,1994,tt0111255,The Specialist,notalk,notalk,FAIL,45000000,57362581,57362581,1994FAIL,70724911,90154744,90154744,5,3,5.5,56613,No,,,,,,,,,,,,,,,movie,The Specialist,The Specialist,0,1994,\N,110,"Action,Crime,Drama"
Both,Yes,2007,tt0486822,Disturbia,ok-disagree,ok,PASS,20000000,80209692,117573043,2007PASS,22470870,90119077,132098426,2,2,6.9,203311,No,,,,,,,,,,,,,,,movie,Disturbia,Disturbia,0,2007,\N,105,"Crime,Drama,Mystery"
Both,Yes,1996,tt0116705,Jingle All the Way,notalk,notalk,FAIL,60000000,60592389,129832389,1996FAIL,89109896,89989691,192822510,4,3,5.5,79698,No,,,,,,,,,,,,,,,movie,Jingle All the Way,Jingle All the Way,0,1996,\N,89,"Comedy,Family"
Both,Yes,2008,tt0985699,Valkyrie,notalk,notalk,FAIL,90000000,83077762,203902107,2008FAIL,97403068,89911432,220674342,2,2,7.1,208072,No,,,,,,,,,,,,,,,movie,Valkyrie,Valkyrie,0,2008,\N,121,"Drama,History,Thriller"
Both,Yes,2005,tt0404032,The Exorcism of Emily Rose,ok,ok,PASS,18000000,75072454,144587700,2005PASS,21474596,89563925,172497916,2,2,6.7,108412,No,,,,,,,,,,,,,,,movie,The Exorcism of Emily Rose,The Exorcism of Emily Rose,0,2005,\N,119,"Drama,Horror,Thriller"
Both,Yes,1996,tt0115798,The Cable Guy,notalk,notalk,FAIL,47000000,60240295,102825796,1996FAIL,69802752,89466773,152713266,4,3,6.1,137337,No,,,,,,,,,,,,,,,movie,The Cable Guy,The Cable Guy,0,1996,\N,96,"Comedy,Drama,Thriller"
Both,Yes,2013,tt1210819,The Lone Ranger,notalk,notalk,FAIL,275000000,89289910,259989910,2013FAIL,275000000,89289910,259989910,1,1,6.4,203745,No,,,,,,,,,,,,,,,movie,The Lone Ranger,The Lone Ranger,0,2013,\N,150,"Action,Adventure,Western"
Both,Yes,2013,tt1483013,Oblivion,men-disagree,men,FAIL,120000000,89107235,287537983,2013FAIL,120000000,89107235,287537983,1,1,7,440201,No,,,,,,,,,,,,,,,movie,Oblivion,Oblivion,0,2013,\N,124,"Action,Adventure,Mystery"
Both,Yes,2003,tt0266697,Kill Bill: Vol. 1,ok-disagree,ok,PASS,55000000,70098138,180098138,2003PASS,69634783,88750338,228019903,3,2,8.1,869556,No,,,,,,,,,,,,,,,movie,Kill Bill: Vol. 1,Kill Bill: Vol. 1,0,2003,\N,111,"Action,Crime,Thriller"
